IMG Genome ID,Genome Name / Sample Name,Phylum_new,Class_new,Order_new,Family_new,Genus_new,Species_new
2537561772,Campylobacter sp. FOBRC14,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. FOBRC14
2708743090,Candidatus Adlerbacteria bacterium RIFCSPHIGHO2_01_FULL_54_23,Candidatus Adlerbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Adlerbacteria bacterium RIFCSPHIGHO2_01_FULL_54_23
2588253734,Campylobacter iguaniorum 1485E,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter iguaniorum
646564519,Caulobacter segnis ATCC 21756,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter segnis
2710723788,Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_43_11,Candidatus Woesebacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_43_11
2708742925,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_38_26,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_38_26
2513237308,Cardiobacterium valvarum F0432,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium valvarum
2708742854,Candidatus Azambacteria bacterium RIFCSPHIGHO2_01_46_10,Candidatus Azambacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Azambacteria bacterium RIFCSPHIGHO2_01_46_10
2643221545,Caulobacter sp. Root1455,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. Root1455
2513237181,"Caldisericum exile AZM16c01, NBRC 104410",Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,Caldisericum exile
2710723864,Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_43_14,Candidatus Woykebacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_43_14
2708743115,Candidatus Beckwithbacteria bacterium RIFCSPHIGHO2_01_FULL_49_39,Candidatus Beckwithbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Beckwithbacteria bacterium RIFCSPHIGHO2_01_FULL_49_39
2710724088,Candidatus Yanofskybacteria bacterium RIFCSPLOWO2_02_FULL_43_10,Candidatus Yanofskybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Yanofskybacteria bacterium RIFCSPLOWO2_02_FULL_43_10
2639762624,Calescamantes bacterium JGI MDM2 SSWsed-3-M6 (unscreened),Candidatus Calescamantes,unclassified,unclassified,unclassified,unclassified,Calescamantes bacterium JGI MDM2 SSWsed-3-M6
2710724028,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_45_14,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_45_14
2654587930,Chlamydiae bacterium SM23_39,Chlamydiota,unclassified,unclassified,unclassified,unclassified,Chlamydiae bacterium SM23_39
2524614707,Butyrivibrio fibrisolvens FE2007,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens
2710264673,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_33_16,Candidatus Staskawiczbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_33_16
2710724043,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_37_19,Candidatus Roizmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_37_19
645951819,Cardiobacterium hominis ATCC 15826,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis
2708743075,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_46_22,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_46_22
2710264516,Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_02_FULL_49_24,Candidatus Doudnabacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_02_FULL_49_24
2690315861,Candidatus Providencia siddallii officinalis GTOCOR,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Candidatus Providencia siddallii
2710723666,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_12_FULL_44_29b,Candidatus Yanofskybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_12_FULL_44_29b
2710723743,Candidatus Yonathbacteria bacterium RIFCSPLOWO2_01_FULL_47_33b,Candidatus Yonathbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Yonathbacteria bacterium RIFCSPLOWO2_01_FULL_47_33b
2710723533,Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_12_FULL_44_25,Candidatus Blackburnbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_12_FULL_44_25
2617270875,Candidimonas bauzanensis CGMCC 1.10190,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Candidimonas,Candidimonas bauzanensis
2710723691,Candidatus Beckwithbacteria bacterium RIFCSPHIGHO2_12_FULL_49_13,Candidatus Beckwithbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Beckwithbacteria bacterium RIFCSPHIGHO2_12_FULL_49_13
2710724086,Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_02_FULL_41_13b,Candidatus Harrisonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_02_FULL_41_13b
2708742655,Candidatus Edwardsbacteria bacterium GWE2_54_12,Candidatus Edwardsbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Edwardsbacteria bacterium GWE2_54_12
2576861498,Cellulophaga geojensis KL-A,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga geojensis
2710723927,Candidatus Wildermuthbacteria bacterium RIFCSPLOWO2_01_FULL_48_16,Candidatus Wildermuthbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Wildermuthbacteria bacterium RIFCSPLOWO2_01_FULL_48_16
2710723665,Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_12_FULL_42_19,Candidatus Nomurabacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_12_FULL_42_19
2693429901,Caldicoprobacter faecalis DSM 20678,Bacillota,Clostridia,Eubacteriales,Caldicoprobacteraceae,Caldicoprobacter,Caldicoprobacter faecalis
2648501492,Cedecea neteri ND14a,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri
2710264515,Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_02_FULL_46_16,Candidatus Andersenbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_02_FULL_46_16
2708742988,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_45_42,Candidatus Yanofskybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_45_42
2556921624,Campylobacter upsaliensis DSM 5365,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter upsaliensis
2708742928,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12b,Candidatus Roizmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12b
2711768579,Candidatus Falkowbacteria bacterium RIFOXYA2_FULL_38_12,Candidatus Falkowbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Falkowbacteria bacterium RIFOXYA2_FULL_38_12
2710724000,Candidatus Schekmanbacteria bacterium RIFCSPLOWO2_02_FULL_38_14,Candidatus Schekmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Schekmanbacteria bacterium RIFCSPLOWO2_02_FULL_38_14
644736340,"Chitinophaga pinensis UQM 2034, DSM 2588",Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga pinensis
2708743118,Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_49_38,Candidatus Peregrinibacteria,Candidatus Peribacteria,unclassified,unclassified,unclassified,Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_49_38
2524614556,Chitinimonas koreensis DSM 17726,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas,Chitinimonas koreensis
2615840613,Chelatococcus sambhunathii DSM 18167,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,Chelatococcus sambhunathii
2643221640,Caulobacter sp. Root342,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. Root342
2710723571,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_12_FULL_44_20,Candidatus Ryanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_12_FULL_44_20
2710264639,Candidatus Woesebacteria bacterium RIFCSPHIGHO2_02_FULL_38_9,Candidatus Woesebacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Woesebacteria bacterium RIFCSPHIGHO2_02_FULL_38_9
2711768700,Candidatus Brennerbacteria bacterium RIFOXYB1_FULL_41_13,Candidatus Brennerbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Brennerbacteria bacterium RIFOXYB1_FULL_41_13
2710723818,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_43_60,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_43_60
2558309001,Campylobacter cuniculorum DSM 23162,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter cuniculorum
2558860987,"Caldicellulosiruptor danielii Wai35.B1, DSM 8977",Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor danielii
2708742875,Candidatus Muproteobacteria bacterium RIFCSPHIGHO2_01_FULL_65_16,Pseudomonadota,Candidatus Muproteobacteria,unclassified,unclassified,unclassified,Candidatus Muproteobacteria bacterium RIFCSPHIGHO2_01_FULL_65_16
2551306696,Caldicellulosiruptor sp. F32,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor sp. F32
2710723614,Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_12_FULL_48_11,Candidatus Doudnabacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_12_FULL_48_11
2711768457,Candidatus Levybacteria bacterium RIFCSPLOWO2_12_FULL_41_12,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_12_FULL_41_12
2654587789,Cellvibrio sp. OA-2007,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio sp. OA-2007
2711768271,Candidatus Doudnabacteria bacterium RIFCSPLOWO2_02_FULL_49_13,Candidatus Doudnabacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Doudnabacteria bacterium RIFCSPLOWO2_02_FULL_49_13
2710264564,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_38_11,Candidatus Roizmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_38_11
2675903701,Candidatus Thiosymbion algarvensis (OalgG1),Pseudomonadota,Gammaproteobacteria,unclassified,unclassified,unclassified,Olavius algarvensis sulfur-oxidizing endosymbiont
2708742976,Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_01_FULL_42_15,Candidatus Nomurabacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_01_FULL_42_15
2710724090,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_43_37,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_43_37
2541046972,"Cedecea davisae 005, DSM 4568",Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea davisae
2710264631,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_53_17,Candidatus Sungbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_53_17
2710723778,Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_44_14,Candidatus Woesebacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_44_14
2524614555,Chitinilyticum litopenaei DSM 21440,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chitinilyticum,Chitinilyticum litopenaei
2708743034,Chlamydiae bacterium RIFCSPHIGHO2_01_FULL_44_39,Chlamydiota,unclassified,unclassified,unclassified,unclassified,Chlamydiae bacterium RIFCSPHIGHO2_01_FULL_44_39
2711768699,Candidatus Liptonbacteria bacterium RIFOXYB1_FULL_36_10,Candidatus Liptonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Liptonbacteria bacterium RIFOXYB1_FULL_36_10
650716016,Candidatus Moranella endobia PCIT,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Moranella,Candidatus Moranella endobia
2710723609,Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_43_12b,Candidatus Zambryskibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_43_12b
2711768666,Candidatus Nomurabacteria bacterium RIFOXYB1_FULL_43_14,Candidatus Nomurabacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Nomurabacteria bacterium RIFOXYB1_FULL_43_14
2710723602,Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_12_FULL_47_45,Candidatus Daviesbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_12_FULL_47_45
2711768743,Candidatus Zambryskibacteria bacterium RIFOXYC1_FULL_39_10,Candidatus Zambryskibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Zambryskibacteria bacterium RIFOXYC1_FULL_39_10
648028013,Caldicellulosiruptor obsidiansis OB47,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor obsidiansis
2585428056,Cellulophaga sp. Hel_I_12,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga sp. Hel_I_12
2617271339,Chromohalobacter israelensis 6768,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,Chromohalobacter israelensis
2710724078,Chlamydiae bacterium RIFCSPLOWO2_02_FULL_49_12,Chlamydiota,unclassified,unclassified,unclassified,unclassified,Chlamydiae bacterium RIFCSPLOWO2_02_FULL_49_12
2711768691,Candidatus Woesebacteria bacterium RIFOXYB1_FULL_38_16,Candidatus Woesebacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Woesebacteria bacterium RIFOXYB1_FULL_38_16
2708742975,Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_01_FULL_41_71,Candidatus Nomurabacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_01_FULL_41_71
2693429899,Celeribacter indicus DSM 27257,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter indicus
2645727665,Candidatus Burkholderia kirkii uzhbot2,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Candidatus Paraburkholderia kirkii
2627854147,Campylobacter sp. RM16704,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. RM16704
2654587737,Chitinophagaceae bacterium PMP191F,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,unclassified,Chitinophagaceae bacterium PMP191F
2710723706,Candidatus Chisholmbacteria bacterium RIFCSPLOWO2_01_FULL_50_28,Candidatus Chisholmbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Chisholmbacteria bacterium RIFCSPLOWO2_01_FULL_50_28
2711768769,Candidatus Falkowbacteria bacterium RIFOXYC12_FULL_34_55,Candidatus Falkowbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Falkowbacteria bacterium RIFOXYC12_FULL_34_55
2531839552,Capnocytophaga sp. oral taxon 324 F0483,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp. oral taxon 324
2639762806,Candidatus Magnetobacterium bavaricum TM-1,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Candidatus Magnetobacterium,Candidatus Magnetobacterium bavaricum
2710264545,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_46_13,Candidatus Taylorbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_46_13
2710264735,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_43_22,Candidatus Yanofskybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_43_22
2556921619,Butyrivibrio sp. LB2008,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio sp. LB2008
646564517,Candidatus Riesia pediculicola USDA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Riesia,Candidatus Riesia pediculicola
2710723807,Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_40_28,Candidatus Harrisonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_40_28
2711768681,Candidatus Wolfebacteria bacterium RIFOXYB1_FULL_54_12,Candidatus Wolfebacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Wolfebacteria bacterium RIFOXYB1_FULL_54_12
2710264687,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_43_17,Candidatus Yanofskybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_43_17
2711768682,Candidatus Magasanikbacteria bacterium RIFOXYB1_FULL_40_15,Candidatus Magasanikbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Magasanikbacteria bacterium RIFOXYB1_FULL_40_15
2617270870,Celeribacter neptunius DSM 26471,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter neptunius
2524614843,Chitinibacter tainanensis DSM 15459,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chitinibacter,Chitinibacter tainanensis
2710264736,Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_02_FULL_46_11,Candidatus Doudnabacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_02_FULL_46_11
2710264546,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_47_11,Candidatus Sungbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_47_11
2595698247,Chitinophaga ginsengisegetis DSM 18108,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga ginsengisegetis
2710723660,Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_12_FULL_47_25,Candidatus Doudnabacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_12_FULL_47_25
2708743098,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_37_33,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_37_33
2654588203,Cellulomonas sp. KH9,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. KH9
2671180115,Cedecea sp. NFIX57,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp. NFIX57
2708743047,Candidatus Muproteobacteria bacterium RIFCSPHIGHO2_01_FULL_61_200,Pseudomonadota,Candidatus Muproteobacteria,unclassified,unclassified,unclassified,Candidatus Muproteobacteria bacterium RIFCSPHIGHO2_01_FULL_61_200
2585428144,Campylobacter helveticus ATCC 51209,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus
2710264552,Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_50_11,Candidatus Lloydbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_50_11
2708743139,Candidatus Azambacteria bacterium RIFCSPHIGHO2_02_46_12,Candidatus Azambacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Azambacteria bacterium RIFCSPHIGHO2_02_46_12
2710264559,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_55_25,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_55_25
2565956547,Candidatus Profftella armatura,Pseudomonadota,Betaproteobacteria,unclassified,unclassified,Candidatus Profftella,Candidatus Profftella armatura
2675903053,Cellulomonas marina CGMCC 4.6945,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas marina
2690315890,Candidatus Nitrospira nitrosa COMA1,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Candidatus Nitrospira nitrosa
2710723973,Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_39_10,Candidatus Zambryskibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_39_10
2524023184,Caloramator australicus RC3,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Caloramator,Caloramator australicus
2710723713,Candidatus Azambacteria bacterium RIFCSPLOWO2_01_FULL_37_9,Candidatus Azambacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Azambacteria bacterium RIFCSPLOWO2_01_FULL_37_9
2708743008,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_38_12,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_38_12
2636415932,Cardinium endosymbiont cEper1 of Encarsia pergandiella (unscreened),Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Cardinium endosymbiont of Encarsia pergandiella
2524614718,Butyrivibrio sp. VCB2006,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio sp. VCB2006
2711768780,Candidatus Staskawiczbacteria bacterium RIFOXYD12_FULL_37_10,Candidatus Staskawiczbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Staskawiczbacteria bacterium RIFOXYD12_FULL_37_10
2710723948,Candidatus Daviesbacteria bacterium RIFCSPLOWO2_01_FULL_39_12,Candidatus Daviesbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Daviesbacteria bacterium RIFCSPLOWO2_01_FULL_39_12
642555117,Candidatus Phytoplasma australiense,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma australiense
2648501202,Cellvibrio mixtus mixtus J3-8,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio mixtus
2639762895,Candidatus Hamiltonella defensa MEAM1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hamiltonella,Candidatus Hamiltonella defensa
2609460311,Kaistella antarctica LMG 24720,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella antarctica
637000073,Chlorobaculum tepidum TLS,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum tepidum
2710723831,Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_47_32,Candidatus Sungbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_47_32
2711768268,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_02_FULL_47_14,Candidatus Ryanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_02_FULL_47_14
2568526428,candidatus Synechococcus spongiarum SH4,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Candidatus Synechococcus spongiarum
2558309089,Candidatus Phytoplasma solani 284/09,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma solani
2636415761,Candidatus Burkholderia verschuerenii UZHbot4,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Candidatus Burkholderia verschuerenii
643886113,Capnocytophaga gingivalis ATCC 33624,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis
2711768713,Candidatus Staskawiczbacteria bacterium RIFOXYC1_FULL_38_18,Candidatus Staskawiczbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Staskawiczbacteria bacterium RIFOXYC1_FULL_38_18
2565956508,Caulobacter sp. UNC358MFTsu5.1,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. UNC358MFTsu5.1
2710723689,Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21,Candidatus Dadabacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21
2711768706,Candidatus Amesbacteria bacterium RIFOXYB1_FULL_44_23,Candidatus Amesbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Amesbacteria bacterium RIFOXYB1_FULL_44_23
649633026,"Calditerrivibrio nitroreducens Yu37-1, DSM 19672",Deferribacterota,Deferribacteres,Deferribacterales,Calditerrivibrionaceae,Calditerrivibrio,Calditerrivibrio nitroreducens
649989920,Capnocytophaga ochracea F0287,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga ochracea
