,IMG Genome ID,Genome Name_x,cobamide biosynthesis category,Phylum,Class,Order,Family,Genus,Species,Ecosystem Category
2306,2710723818,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_43_60,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_43_60,Aquatic
2307,2710723922,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_46_32,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_46_32,Aquatic
2308,2710723929,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_48_47,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_48_47,Aquatic
2309,2710724089,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_43_11b,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_43_11b,Aquatic
2310,2710724090,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_43_37,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_43_37,Aquatic
2311,2711768258,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_43_54,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_43_54,Aquatic
2312,2710724028,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_45_14,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_45_14,Aquatic
2313,2711768441,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_12_FULL_43_11c,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_12_FULL_43_11c,Terrestrial
2314,2711768442,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_12_FULL_43_26,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_12_FULL_43_26,Terrestrial
2315,2711768394,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_12_FULL_44_25,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_12_FULL_44_25,Terrestrial
2316,2711768445,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_12_FULL_44_32,very likely non-producer,Candidatus Giovannonibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_12_FULL_44_32,Terrestrial
2317,2711768328,Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11,very likely non-producer,Candidatus Glassbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11,Terrestrial
2318,2534682311,Candidatus Glomeribacter gigasporarum BEG34,tetrapyrrole precursor salvager,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Candidatus Glomeribacter,Candidatus Glomeribacter gigasporarum,Microbial
2319,2708743011,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_10,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_10,Terrestrial
2320,2708742937,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_43_15,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_43_15,Terrestrial
2321,2708743113,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_46_14,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_46_14,Terrestrial
2322,2710264716,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_39_11,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_39_11,Terrestrial
2323,2710264717,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_39_14,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_39_14,Terrestrial
2324,2710264642,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_13,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_13,Terrestrial
2325,2710264644,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_24,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_24,Terrestrial
2326,2710723588,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_12_FULL_43_26,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_12_FULL_43_26,Terrestrial
2327,2710723951,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_10,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_10,Aquatic
2328,2710723771,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_42_22,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_42_22,Aquatic
2329,2710723882,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_43_11b,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_43_11b,Aquatic
2330,2711768244,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_02_FULL_40_10,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_02_FULL_40_10,Aquatic
2331,2711768284,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_02_FULL_42_29,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_02_FULL_42_29,Aquatic
2332,2711768672,Candidatus Gottesmanbacteria bacterium RIFOXYB1_FULL_47_11,very likely non-producer,Candidatus Gottesmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Gottesmanbacteria bacterium RIFOXYB1_FULL_47_11,Terrestrial
2333,2639762895,Candidatus Hamiltonella defensa MEAM1,very likely non-producer,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hamiltonella,Candidatus Hamiltonella defensa,
2334,2711768329,Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10,very likely non-producer,Candidatus Handelsmanbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10,Terrestrial
2335,2710264741,Candidatus Harrisonbacteria bacterium RIFCSPHIGHO2_02_FULL_40_20,very likely non-producer,Candidatus Harrisonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Harrisonbacteria bacterium RIFCSPHIGHO2_02_FULL_40_20,Terrestrial
2336,2710264531,Candidatus Harrisonbacteria bacterium RIFCSPHIGHO2_02_FULL_42_16,very likely non-producer,Candidatus Harrisonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Harrisonbacteria bacterium RIFCSPHIGHO2_02_FULL_42_16,Terrestrial
2337,2710723807,Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_40_28,very likely non-producer,Candidatus Harrisonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_40_28,Aquatic
2338,2710723819,Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_44_18,very likely non-producer,Candidatus Harrisonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_44_18,Aquatic
2339,2710724086,Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_02_FULL_41_13b,very likely non-producer,Candidatus Harrisonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_02_FULL_41_13b,Aquatic
2340,2609460328,Candidatus Hepatobacter penaei,very likely non-producer,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,Candidatus Hepatobacter,Candidatus Hepatobacter penaei,
2341,2690315755,Candidatus Hepatoplasma crinochetorum Ps,very likely non-producer,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus Hepatoplasma,Candidatus Hepatoplasma crinochetorum,
2342,2710264533,Candidatus Jacksonbacteria bacterium RIFCSPHIGHO2_02_FULL_43_10,very likely non-producer,Candidatus Jacksonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Jacksonbacteria bacterium RIFCSPHIGHO2_02_FULL_43_10,Terrestrial
2343,2710723789,Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_01_FULL_44_13,very likely non-producer,Candidatus Jacksonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_01_FULL_44_13,Aquatic
2344,2710724024,Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_02_FULL_44_20,very likely non-producer,Candidatus Jacksonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_02_FULL_44_20,Aquatic
2345,2711768444,Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_12_FULL_44_15b,very likely non-producer,Candidatus Jacksonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_12_FULL_44_15b,Terrestrial
2346,2711768562,Candidatus Jacksonbacteria bacterium RIFOXYA2_FULL_43_12,very likely non-producer,Candidatus Jacksonbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Jacksonbacteria bacterium RIFOXYA2_FULL_43_12,Aquatic
2347,2708742571,Candidatus Jorgensenbacteria bacterium GWA1_54_12,very likely non-producer,Candidatus Jorgensenbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Jorgensenbacteria bacterium GWA1_54_12,Aquatic
2348,2710723824,Candidatus Jorgensenbacteria bacterium RIFCSPLOWO2_01_FULL_45_25b,very likely non-producer,Candidatus Jorgensenbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Jorgensenbacteria bacterium RIFCSPLOWO2_01_FULL_45_25b,Aquatic
2349,2710724096,Candidatus Jorgensenbacteria bacterium RIFCSPLOWO2_02_FULL_45_12,very likely non-producer,Candidatus Jorgensenbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Jorgensenbacteria bacterium RIFCSPLOWO2_02_FULL_45_12,Aquatic
2350,2708743075,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_46_22,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_46_22,Terrestrial
2351,2708742911,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_50_13,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_50_13,Terrestrial
2352,2708743089,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_53_29,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_53_29,Terrestrial
2353,2708743001,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_54_36,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_54_36,Terrestrial
2354,2708743091,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_55_17,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_55_17,Terrestrial
2355,2708743003,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_56_24,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_56_24,Terrestrial
2356,2708743004,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_58_22,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_58_22,Terrestrial
2357,2710264626,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_49_34,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_49_34,Terrestrial
2358,2710264558,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_54_22,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_54_22,Terrestrial
2359,2710264559,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_55_25,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_55_25,Terrestrial
2360,2710723615,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_12_FULL_54_16,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_12_FULL_54_16,Terrestrial
2361,2710723672,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_12_FULL_55_13,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_12_FULL_55_13,Terrestrial
2362,2710723842,Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_54_13,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_54_13,Aquatic
2363,2710723844,Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_54_22,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_54_22,Aquatic
2364,2710723845,Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_55_25,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_55_25,Aquatic
2365,2711768211,Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_02_FULL_59_19,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_02_FULL_59_19,Aquatic
2366,2711768701,Candidatus Kaiserbacteria bacterium RIFOXYB1_FULL_46_14,very likely non-producer,Candidatus Kaiserbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kaiserbacteria bacterium RIFOXYB1_FULL_46_14,Terrestrial
2367,2710723576,Candidatus Kerfeldbacteria bacterium RIFCSPHIGHO2_12_FULL_42_13,very likely non-producer,Candidatus Kerfeldbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kerfeldbacteria bacterium RIFCSPHIGHO2_12_FULL_42_13,Terrestrial
2368,2710723670,Candidatus Kerfeldbacteria bacterium RIFCSPHIGHO2_12_FULL_48_17,very likely non-producer,Candidatus Kerfeldbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kerfeldbacteria bacterium RIFCSPHIGHO2_12_FULL_48_17,Terrestrial
2369,2710723704,Candidatus Kerfeldbacteria bacterium RIFCSPLOWO2_01_FULL_48_11,very likely non-producer,Candidatus Kerfeldbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kerfeldbacteria bacterium RIFCSPLOWO2_01_FULL_48_11,Aquatic
2370,2711768346,Candidatus Kerfeldbacteria bacterium RIFCSPLOWO2_12_FULL_43_9,very likely non-producer,Candidatus Kerfeldbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kerfeldbacteria bacterium RIFCSPLOWO2_12_FULL_43_9,Terrestrial
2371,2711768555,Candidatus Kerfeldbacteria bacterium RIFOXYA2_FULL_38_24,very likely non-producer,Candidatus Kerfeldbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kerfeldbacteria bacterium RIFOXYA2_FULL_38_24,Aquatic
2372,2563366628,Candidatus Kinetoplastibacterium blastocrithidii TCC012E,very likely non-producer,Proteobacteria,Betaproteobacteria,unclassified,unclassified,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium blastocrithidii,
2373,2563366627,Candidatus Kinetoplastibacterium crithidii TCC036E,very likely non-producer,Proteobacteria,Betaproteobacteria,unclassified,unclassified,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium crithidii,
2374,2563366577,Candidatus Kinetoplastibacterium desouzaii TCC079E,very likely non-producer,Proteobacteria,Betaproteobacteria,unclassified,unclassified,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium desouzaii,
2375,2563366576,Candidatus Kinetoplastibacterium galatii TCC219,very likely non-producer,Proteobacteria,Betaproteobacteria,unclassified,unclassified,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium galatii,
2376,2563366578,Candidatus Kinetoplastibacterium oncopeltii TCC290E,very likely non-producer,Proteobacteria,Betaproteobacteria,unclassified,unclassified,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium oncopeltii,
2377,2711768582,Candidatus Komeilibacteria bacterium RIFOXYA2_FULL_45_9,very likely non-producer,Candidatus Komeilibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Komeilibacteria bacterium RIFOXYA2_FULL_45_9,Aquatic
2378,2711768718,Candidatus Komeilibacteria bacterium RIFOXYC1_FULL_37_11,very likely non-producer,Candidatus Komeilibacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Komeilibacteria bacterium RIFOXYC1_FULL_37_11,Terrestrial
2379,637000001,Candidatus Koribacter versatilis Ellin345,very likely non-producer,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus Koribacter,Candidatus Koribacter versatilis,Terrestrial
2380,2599185255,Candidatus Kryptobacter tengchongensis GFM JGI-3,very likely non-producer,Kryptonia,unclassified,unclassified,unclassified,Candidatus Kryptobacter,tengchongensis,Aquatic
2381,2600255340,Candidatus Kryptonium thompsoni JGI-7 (unscreened),very likely non-producer,Kryptonia,unclassified,unclassified,unclassified,Candidatus Kryptonium,originalis,Aquatic
2382,2710264526,Candidatus Kuenenbacteria bacterium RIFCSPHIGHO2_02_FULL_39_13,very likely non-producer,Candidatus Kuenenbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kuenenbacteria bacterium RIFCSPHIGHO2_02_FULL_39_13,Terrestrial
2383,2710723521,Candidatus Kuenenbacteria bacterium RIFCSPHIGHO2_12_FULL_42_14,very likely non-producer,Candidatus Kuenenbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kuenenbacteria bacterium RIFCSPHIGHO2_12_FULL_42_14,Terrestrial
2384,2710724018,Candidatus Kuenenbacteria bacterium RIFCSPLOWO2_02_FULL_42_16,very likely non-producer,Candidatus Kuenenbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kuenenbacteria bacterium RIFCSPLOWO2_02_FULL_42_16,Aquatic
2385,2711768440,Candidatus Kuenenbacteria bacterium RIFCSPLOWO2_12_FULL_42_13,very likely non-producer,Candidatus Kuenenbacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Kuenenbacteria bacterium RIFCSPLOWO2_12_FULL_42_13,Terrestrial
2386,642555116,Candidatus Kuenenia stuttgartiensis,possible corrinoid producer,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Candidatus Kuenenia stuttgartiensis,
2387,2711768738,Candidatus Lambdaproteobacteria bacterium RIFOXYC1_FULL_56_13,very likely non-producer,Proteobacteria,Candidatus Lambdaproteobacteria,unclassified,unclassified,unclassified,Candidatus Lambdaproteobacteria bacterium RIFOXYC1_FULL_56_13,Terrestrial
2388,2708743095,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_36_15,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_36_15,Terrestrial
2389,2708743036,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_37_17,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_37_17,Terrestrial
2390,2708743098,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_37_33,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_37_33,Terrestrial
2391,2708743008,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_38_12,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_38_12,Terrestrial
2392,2708742925,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_38_26,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_38_26,Terrestrial
2393,2710264713,Candidatus Levybacteria bacterium RIFCSPHIGHO2_02_FULL_37_13,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_02_FULL_37_13,Terrestrial
2394,2710264721,Candidatus Levybacteria bacterium RIFCSPHIGHO2_02_FULL_40_29,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_02_FULL_40_29,Terrestrial
2395,2710723529,Candidatus Levybacteria bacterium RIFCSPHIGHO2_12_FULL_39_9,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_12_FULL_39_9,Terrestrial
2396,2710723586,Candidatus Levybacteria bacterium RIFCSPHIGHO2_12_FULL_40_44,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPHIGHO2_12_FULL_40_44,Terrestrial
2397,2710723941,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_36_13,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_36_13,Aquatic
2398,2710723850,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_37_20,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_37_20,Aquatic
2399,2710723763,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_38_13,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_38_13,Aquatic
2400,2710723947,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_38_21,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_38_21,Aquatic
2401,2710723854,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_39_10,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_39_10,Aquatic
2402,2710723950,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_39_24,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_39_24,Aquatic
2403,2711768278,Candidatus Levybacteria bacterium RIFCSPLOWO2_02_FULL_37_18,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_02_FULL_37_18,Aquatic
2404,2711768218,Candidatus Levybacteria bacterium RIFCSPLOWO2_02_FULL_41_11,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_02_FULL_41_11,Aquatic
2405,2711768454,Candidatus Levybacteria bacterium RIFCSPLOWO2_12_FULL_37_14,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_12_FULL_37_14,Terrestrial
2406,2711768405,Candidatus Levybacteria bacterium RIFCSPLOWO2_12_FULL_39_17,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_12_FULL_39_17,Terrestrial
2407,2711768355,Candidatus Levybacteria bacterium RIFCSPLOWO2_12_FULL_40_10,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_12_FULL_40_10,Terrestrial
2408,2711768457,Candidatus Levybacteria bacterium RIFCSPLOWO2_12_FULL_41_12,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFCSPLOWO2_12_FULL_41_12,Terrestrial
2409,2711768478,Candidatus Levybacteria bacterium RIFOXYA1_FULL_41_10,very likely non-producer,Candidatus Levybacteria,unclassified,unclassified,unclassified,unclassified,Candidatus Levybacteria bacterium RIFOXYA1_FULL_41_10,Aquatic
2410,2630968554,Candidatus Liberibacter africanus PTSAPSY,very likely non-producer,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus Liberibacter,Candidatus Liberibacter africanus,
